customer_id,age,annual_income,employment_length,state,credit_score
CUST027674,30,28763.0,< 1 year,MA,651
CUST027675,32,12000.0,3 years,MA,701
CUST027676,33,50542.0,6 years,VA,850
CUST027677,60,78203.0,10+ years,MO,659
CUST027678,46,56634.0,10+ years,NC,600
CUST027679,60,68322.0,10+ years,FL,657
CUST027680,48,77660.0,10+ years,IN,759
CUST027681,37,21004.0,7 years,VA,721
CUST027682,25,52780.0,< 1 year,ny,759
CUST027683,40,73806.0,10+ years,AZ,646
CUST027684,37,46453.0,7 years,NJ,687
CUST027685,36,47263.0,10+ years,NC,689
CUST027686,35,24014.0,6 years,NJ,588
CUST027687,21,40067.0,< 1 year,IL,695
CUST027688,53,82469.0,10+ years,GA,684
CUST027689,37,"$55,665",10+ years,CA,600
CUST027690,21,12000.0,< 1 year,MA,614
CUST027691,43,27259.0,5 years,WI,641
CUST027692,27,28595.0,1 years,GA,632
CUST027693,44,53788.0,10+ years,NY,640
CUST027694,48,72628.0,10+ years,CA,631
CUST027695,50,56192.0,10+ years,FL,597
CUST027696,36,58939.0,5 years,MA,525
CUST027697,33,56338.0,5 years,WI,661
CUST027698,30,42903.0,4 years,Ohio,613
CUST027699,29,47636.0,,VA,664
CUST027700,37,37959.0,4 years,WI,745
CUST027701,35,24676.0,6 years,AZ,706
CUST027702,28,24866.0,9 years,MI,642
CUST027703,24,16109.0,2 years,GA,642
CUST027704,36,61160.0,8 years,IL,719
CUST027705,32,51139.0,6 years,IN,664
CUST027706,24,12000.0,< 1 year,WI,728
CUST027707,47,58882.0,,TX,744
CUST027708,59,43813.0,10+ years,CA,776
CUST027709,49,42341.0,10+ years,OH,842
CUST027710,29,47080.0,4 years,,727
CUST027711,37,18336.0,5 years,MI,673
CUST027712,56,46537.0,10+ years,MI,670
CUST027713,23,12039.0,< 1 year,IL,718
CUST027714,47,32426.0,8 years,WI,587
CUST027715,21,12000.0,< 1 year,VA,705
CUST027716,58,68558.0,10+ years,NY,643
CUST027717,32,12928.0,6 years,NC,736
CUST027718,64,"$72,865",10+ years,PA,745
CUST027719,58,69536.0,10+ years,ga,694
CUST027720,36,54279.0,5 years,MD,649
CUST027721,29,48540.0,2 years,IN,681
CUST027722,40,27157.0,6 years,Texas,722
CUST027723,35,21943.0,4 years,TX,632
CUST027724,33,"$18,706",6 years,IL,645
CUST027725,21,"$36,863",< 1 year,OH,670
CUST027726,31,42184.0,4 years,NC,647
CUST027727,24,23302.0,1 years,NJ,694
CUST027728,44,34719.0,10+ years,GA,538
CUST027729,49,60929.0,10+ years,IL,735
CUST027730,46,75532.0,,TX,769
CUST027731,42,"$69,756",10+ years,FL,557
CUST027732,27,12000.0,5 years,NC,710
CUST027733,40,"$63,866",10+ years,PA,719
CUST027734,47,"$33,905",10+ years,NC,743
CUST027735,30,29766.0,2 years,NY,725
CUST027736,39,38799.0,10+ years,PA,629
CUST027737,36,"$46,995",4 years,MA,706
CUST027738,57,53163.0,10+ years,az,636
CUST027739,48,58943.0,10+ years,GA,665
CUST027740,45,37586.0,2 years,pa,679
CUST027741,21,27580.0,< 1 year,CA,588
CUST027742,40,28041.0,6 years,az,668
CUST027743,36,37034.0,3 years,MA,619
CUST027744,36,43055.0,9 years,FL,691
CUST027745,21,21247.0,,TN,662
CUST027746,24,41273.0,1 years,MO,730
CUST027747,37,,10+ years,MI,637
CUST027748,51,63619.0,10+ years,OH,819
CUST027749,30,23347.0,3 years,,797
CUST027750,33,48264.0,8 years,VA,642
CUST027751,59,"$71,059",10+ years,IL,624
CUST027752,34,56918.0,3 years,MI,769
CUST027753,36,39507.0,5 years,OH,716
CUST027754,36,61513.0,10+ years,,626
CUST027755,21,27349.0,< 1 year,TX,628
CUST027756,44,33201.0,10+ years,MI,665
CUST027757,30,23599.0,9 years,VA,684
CUST027758,37,,10+ years,MA,690
CUST027759,43,53119.0,10+ years,NC,689
CUST027760,61,86497.0,10+ years,WI,636
CUST027761,22,35361.0,2 years,MA,661
CUST027762,48,67370.0,10+ years,TX,771
CUST027763,48,46204.0,8 years,NJ,599
CUST027764,30,49035.0,4 years,MA,634
CUST027765,45,55359.0,,PA,644
CUST027766,57,80120.0,10+ years,NC,725
CUST027767,28,12000.0,6 years,GA,682
CUST027768,40,54587.0,6 years,OH,696
CUST027769,42,41038.0,9 years,IN,726
CUST027770,44,33620.0,10+ years,ca,689
CUST027771,47,65898.0,8 years,WA,713
CUST027772,39,40165.0,4 years,California,633
CUST027773,44,60556.0,10+ years,TX,705
CUST027774,27,17526.0,9 years,NC,759
CUST027775,39,77074.0,5 years,NY,748
CUST027776,32,36415.0,9 years,FL,663
CUST027777,23,20362.0,,FL,732
CUST027778,31,51850.0,4 years,VA,633
CUST027779,41,47714.0,10+ years,MA,662
CUST027780,43,98886.0,4 years,GA,634
CUST027781,22,43676.0,< 1 year,MD,696
CUST027782,26,23899.0,,MO,667
CUST027783,46,56114.0,8 years,MO,669
CUST027784,44,53594.0,10+ years,WA,738
CUST027785,48,41571.0,8 years,NY,623
CUST027786,54,83853.0,10+ years,OH,787
CUST027787,44,"$46,156",10+ years,AZ,608
CUST027788,33,35690.0,9 years,FL,691
CUST027789,39,49879.0,9 years,NY,757
CUST027790,57,54465.0,10+ years,IL,700
CUST027791,71,88170.0,10+ years,MI,602
CUST027792,43,"$43,857",10+ years,MA,629
CUST027793,44,45452.0,10+ years,CA,699
CUST027794,46,52568.0,5 years,FL,635
CUST027795,38,34376.0,10+ years,TX,566
CUST027796,51,37529.0,10+ years,TX,551
CUST027797,50,62407.0,,,711
CUST027798,42,15857.0,9 years,FL,684
CUST027799,34,12000.0,9 years,NY,637
CUST027800,21,25671.0,< 1 year,VA,584
CUST027801,46,52272.0,10+ years,MI,688
CUST027802,40,51690.0,10+ years,MA,688
CUST027803,29,44566.0,5 years,GA,741
CUST027804,24,12000.0,< 1 year,TX,744
CUST027805,45,,10+ years,MO,723
CUST027806,21,18285.0,< 1 year,IL,639
CUST027807,41,"$53,684",6 years,MI,708
CUST027808,48,60824.0,10+ years,ny,763
CUST027809,44,46524.0,10+ years,MA,662
CUST027810,33,40062.0,< 1 year,OH,653
CUST027811,23,23277.0,< 1 year,WI,749
CUST027812,45,40110.0,9 years,WI,621
CUST027813,52,,10+ years,IN,648
CUST027814,31,"$12,000",7 years,TN,818
CUST027815,44,56279.0,10+ years,NC,622
CUST027816,56,88185.0,10+ years,IL,641
CUST027817,42,44996.0,7 years,PA,663
CUST027818,33,"$70,330",,WA,680
CUST027819,50,68846.0,10+ years,MA,697
CUST027820,29,56476.0,3 years,CA,704
CUST027821,22,31987.0,< 1 year,TN,642
CUST027822,47,64474.0,10+ years,PA,653
CUST027823,33,41549.0,5 years,TN,718
CUST027824,34,17083.0,5 years,AZ,698
CUST027825,30,12000.0,10+ years,TX,608
CUST027826,32,34580.0,2 years,MA,640
CUST027827,54,55559.0,10+ years,OH,659
CUST027828,57,"$59,641",10+ years,NC,634
CUST027829,59,51637.0,10+ years,MO,666
CUST027830,51,77628.0,10+ years,OH,730
CUST027831,43,35932.0,9 years,AZ,698
CUST027832,21,12000.0,< 1 year,TX,775
CUST027833,35,42376.0,9 years,MA,575
CUST027834,63,"$91,651",10+ years,NJ,716
CUST027835,32,"$50,925",6 years,GA,661
CUST027836,56,57256.0,10+ years,TN,675
CUST027837,38,42214.0,10+ years,NY,649
CUST027838,21,49605.0,< 1 year,FL,528
CUST027839,45,70391.0,10+ years,MD,671
CUST027840,53,"$76,550",10+ years,PA,651
CUST027841,37,49979.0,,MO,597
CUST027842,52,63703.0,10+ years,IL,742
CUST027843,21,55129.0,< 1 year,OH,640
CUST027844,21,41929.0,,WA,687
CUST027845,40,49632.0,4 years,AZ,850
CUST027846,43,"$62,248",10+ years,IN,623
CUST027847,54,60861.0,10+ years,PA,657
CUST027848,45,29734.0,9 years,wa,739
CUST027849,23,12064.0,,NC,731
CUST027850,40,"$40,889",10+ years,GA,626
CUST027851,45,45918.0,10+ years,NJ,737
CUST027852,21,14154.0,< 1 year,MO,588
CUST027853,37,34036.0,5 years,PA,646
CUST027854,33,58992.0,8 years,WA,693
CUST027855,30,63290.0,8 years,MO,677
CUST027856,43,71085.0,6 years,IL,658
CUST027857,24,12000.0,< 1 year,TN,730
CUST027858,43,67569.0,10+ years,VA,709
CUST027859,44,"$63,648",10+ years,CA,703
CUST027860,51,60442.0,10+ years,FL,664
CUST027861,24,21145.0,2 years,MA,683
CUST027862,21,20426.0,< 1 year,OH,705
CUST027863,41,63850.0,10+ years,GA,788
CUST027864,34,46385.0,5 years,NY,702
CUST027865,72,104493.0,10+ years,va,739
CUST027866,43,63620.0,10+ years,MO,650
CUST027867,38,67008.0,2 years,MD,651
CUST027868,35,51309.0,4 years,TX,640
CUST027869,23,12000.0,< 1 year,NC,681
CUST027870,44,28599.0,10+ years,MO,575
CUST027871,37,53891.0,8 years,FL,580
CUST027872,37,53209.0,5 years,GA,717
CUST027873,39,37343.0,5 years,WA,585
CUST027874,40,51510.0,10+ years,fl,682
CUST027875,21,18183.0,1 years,IN,648
CUST027876,48,50002.0,9 years,AZ,707
CUST027877,27,12000.0,2 years,MO,695
CUST027878,36,43672.0,8 years,IL,642
CUST027879,53,55647.0,10+ years,TX,733
CUST027880,59,76276.0,10+ years,WI,698
CUST027881,21,"$12,000",< 1 year,AZ,634
CUST027882,38,54428.0,6 years,IL,735
CUST027883,41,41271.0,9 years,MI,680
CUST027884,21,12000.0,< 1 year,CA,642
CUST027885,47,"$49,601",10+ years,MO,790
CUST027886,39,22627.0,10+ years,WI,606
CUST027887,40,,4 years,ny,571
CUST027888,26,32848.0,2 years,FL,709
CUST027889,42,51290.0,10+ years,AZ,682
CUST027890,48,64299.0,10+ years,MD,641
CUST027891,39,38085.0,1 years,MO,729
CUST027892,31,48691.0,7 years,il,675
CUST027893,32,"$42,193",7 years,MO,640
CUST027894,40,60039.0,10+ years,TN,678
CUST027895,38,70287.0,10+ years,va,675
CUST027896,48,34132.0,10+ years,PA,616
CUST027897,32,32461.0,2 years,CA,685
CUST027898,23,15957.0,2 years,PA,769
CUST027899,42,82274.0,10+ years,IL,579
CUST027900,32,47159.0,5 years,ga,817
CUST027901,47,60507.0,10+ years,TX,682
CUST027902,38,63340.0,9 years,AZ,571
CUST027903,45,53986.0,9 years,IN,631
CUST027904,25,36800.0,2 years,NY,704
CUST027905,39,"$39,759",5 years,,601
CUST027906,29,"$14,133",1 years,IN,9999
CUST027907,23,"$40,862",< 1 year,,623
CUST027908,27,17803.0,4 years,WA,628
CUST027909,31,48229.0,1 years,IL,674
CUST027910,52,78455.0,10+ years,in,667
CUST027911,31,12000.0,4 years,mi,623
CUST027912,22,41872.0,< 1 year,MI,729
CUST027913,39,50419.0,3 years,GA,730
CUST027914,38,30853.0,6 years,WI,622
CUST027915,32,12103.0,9 years,WA,627
CUST027916,36,41938.0,7 years,AZ,663
CUST027917,49,55921.0,10+ years,IN,751
CUST027918,46,"$71,381",10+ years,VA,617
CUST027919,45,54771.0,7 years,pa,669
CUST027920,23,12000.0,1 years,IN,667
CUST027921,72,62894.0,10+ years,WI,681
CUST027922,50,61997.0,10+ years,MA,690
CUST027923,44,"$52,664",7 years,FL,679
CUST027924,24,48406.0,,FL,589
CUST027925,49,,10+ years,NJ,775
CUST027926,31,"$43,280",4 years,CA,612
CUST027927,35,,2 years,TX,691
CUST027928,21,12000.0,< 1 year,CA,703
CUST027929,23,38141.0,< 1 year,mi,636
CUST027930,43,45009.0,10+ years,nc,705
CUST027931,50,69687.0,10+ years,OH,747
CUST027932,46,57539.0,10+ years,MD,682
CUST027933,45,38968.0,10+ years,FL,722
CUST027934,37,41587.0,10+ years,MD,623
CUST027935,33,38930.0,4 years,GA,680
CUST027936,41,,,NC,698
CUST027937,47,"$63,885",10+ years,mo,586
CUST027938,38,45858.0,10+ years,FL,768
CUST027939,52,"$88,393",10+ years,WA,663
CUST027940,35,"$54,408",6 years,PA,667
CUST027941,26,"$45,940",2 years,IN,768
CUST027942,37,"$56,574",9 years,FL,645
CUST027943,39,47746.0,,TX,799
CUST027944,37,55178.0,2 years,MD,688
CUST027945,53,82132.0,10+ years,TN,999
CUST027946,47,58090.0,10+ years,mi,671
CUST027947,21,40761.0,,GA,686
CUST027948,56,"$47,466",10+ years,FL,743
CUST027949,21,41485.0,< 1 year,CA,756
CUST027950,63,63836.0,10+ years,IL,693
CUST027951,34,"$21,034",10+ years,WA,695
CUST027952,35,37614.0,5 years,ma,679
CUST027953,37,47311.0,7 years,NJ,604
CUST027954,42,55221.0,10+ years,NC,732
CUST027955,37,"$63,557",10+ years,IL,691
CUST027956,36,"$34,642",3 years,VA,670
CUST027957,53,88060.0,10+ years,PA,749
CUST027958,44,"$77,292",10+ years,IN,672
CUST027959,26,34384.0,< 1 year,WI,588
CUST027960,46,42587.0,4 years,MI,668
CUST027961,44,89962.0,10+ years,IL,657
CUST027962,31,62873.0,,WA,692
CUST027963,47,59057.0,10+ years,CA,659
CUST027964,36,22567.0,8 years,IN,792
CUST027965,35,51108.0,4 years,MI,0
CUST027966,35,32951.0,6 years,NY,680
CUST027967,21,38110.0,< 1 year,Ohio,635
CUST027968,31,40443.0,6 years,CA,648
CUST027969,46,31059.0,10+ years,PA,742
CUST027970,37,26501.0,10+ years,FL,663
CUST027971,22,,< 1 year,TN,682
CUST027972,49,83213.0,10+ years,WA,680
CUST027973,34,"$30,851",8 years,VA,718
CUST027974,23,12000.0,< 1 year,NC,684
CUST027975,64,73576.0,10+ years,CA,676
CUST027976,25,25880.0,< 1 year,IN,624
CUST027977,48,81247.0,10+ years,,624
CUST027978,28,56118.0,,MA,713
CUST027979,39,26969.0,6 years,VA,585
CUST027980,27,"$38,101",< 1 year,VA,615
CUST027981,23,39276.0,< 1 year,NY,666
CUST027982,44,50783.0,10+ years,WA,773
CUST027983,42,52841.0,9 years,MO,666
CUST027984,51,,10+ years,NY,555
CUST027985,37,48591.0,4 years,MI,717
CUST027986,64,86657.0,,in,686
CUST027987,41,70103.0,9 years,,686
CUST027988,44,45901.0,10+ years,CA,684
CUST027989,21,36942.0,< 1 year,Pennsylvania,655
CUST027990,30,29134.0,4 years,WI,715
CUST027991,44,68703.0,10+ years,NJ,657
CUST027992,36,33679.0,7 years,NY,573
CUST027993,40,54318.0,9 years,,734
CUST027994,28,"$29,981",5 years,ny,663
CUST027995,39,"$55,405",3 years,FL,731
CUST027996,39,33928.0,5 years,GA,656
CUST027997,23,23237.0,2 years,PA,646
CUST027998,45,53010.0,10+ years,CA,677
CUST027999,21,12000.0,< 1 year,TX,646
CUST028000,40,38686.0,10+ years,AZ,701
CUST028001,59,46006.0,10+ years,NY,697
CUST028002,46,60658.0,10+ years,NY,618
CUST028003,46,66913.0,10+ years,MA,672
CUST028004,27,12000.0,1 years,TN,586
CUST028005,59,53033.0,10+ years,,735
CUST028006,54,50218.0,10+ years,WI,774
CUST028007,27,13100.0,1 years,TX,606
CUST028008,32,"$44,190",8 years,AZ,647
CUST028009,53,53023.0,,MI,672
CUST028010,59,74353.0,10+ years,MA,686
CUST028011,22,14987.0,< 1 year,TN,692
CUST028012,25,24694.0,6 years,ca,623
CUST028013,36,58577.0,10+ years,WI,822
CUST028014,21,12000.0,< 1 year,PA,762
CUST028015,38,36972.0,8 years,NY,727
CUST028016,52,68465.0,10+ years,CA,563
CUST028017,21,20222.0,,WI,630
CUST028018,39,49430.0,10+ years,OH,630
CUST028019,31,"$37,026",9 years,IN,594
CUST028020,57,45599.0,10+ years,WA,626
CUST028021,31,57986.0,4 years,MA,673
CUST028022,56,65510.0,10+ years,NC,599
CUST028023,30,59722.0,2 years,GA,678
CUST028024,47,,10+ years,NY,768
CUST028025,41,"$68,750",7 years,MA,675
CUST028026,36,58334.0,10+ years,IL,579
CUST028027,28,51833.0,3 years,MA,731
CUST028028,41,45658.0,10+ years,TX,632
CUST028029,32,65007.0,4 years,IN,668
CUST028030,29,27520.0,< 1 year,MA,710
CUST028031,55,"$71,240",10+ years,FL,671
CUST028032,44,65547.0,,mo,572
CUST028033,45,101384.0,10+ years,MD,668
CUST028034,33,,8 years,NY,739
CUST028035,35,33909.0,8 years,NY,739
CUST028036,35,45840.0,3 years,MA,676
CUST028037,42,30005.0,3 years,NY,619
CUST028038,45,75849.0,10+ years,MA,714
CUST028039,37,12000.0,10+ years,GA,680
CUST028040,28,30813.0,2 years,CA,666
CUST028041,47,89135.0,10+ years,PA,757
CUST028042,38,56797.0,7 years,CA,631
CUST028043,21,32347.0,< 1 year,MI,730
CUST028044,21,12000.0,< 1 year,FL,742
CUST028045,41,68963.0,,VA,850
CUST028046,28,19684.0,6 years,NJ,612
CUST028047,43,37808.0,10+ years,TX,672
CUST028048,28,53336.0,3 years,WI,727
CUST028049,39,32385.0,10+ years,ma,691
CUST028050,33,17448.0,5 years,MI,633
CUST028051,59,56139.0,9 years,NY,620
CUST028052,49,61438.0,10+ years,MA,679
CUST028053,54,57063.0,10+ years,WA,708
CUST028054,38,72651.0,10+ years,MA,649
CUST028055,47,56713.0,10+ years,oh,717
CUST028056,39,27997.0,10+ years,TN,683
CUST028057,55,37780.0,10+ years,md,768
CUST028058,37,57707.0,10+ years,MA,669
CUST028059,21,29504.0,1 years,TN,679
CUST028060,21,34126.0,< 1 year,ma,674
CUST028061,58,62996.0,10+ years,MA,693
CUST028062,43,53713.0,10+ years,MO,715
CUST028063,44,70460.0,10+ years,IN,694
CUST028064,55,65883.0,10+ years,IL,746
CUST028065,21,12000.0,< 1 year,MO,671
CUST028066,33,,3 years,PA,643
CUST028067,35,"$36,566",8 years,IN,710
CUST028068,46,69493.0,10+ years,MA,722
CUST028069,29,34982.0,5 years,WI,592
CUST028070,23,40327.0,2 years,NY,801
CUST028071,23,"$35,005",< 1 year,MA,731
CUST028072,51,80470.0,10+ years,WA,9999
CUST028073,29,49031.0,5 years,MA,646
CUST028074,31,17428.0,4 years,TX,775
CUST028075,45,,10+ years,TX,830
CUST028076,29,33446.0,6 years,MO,9999
CUST028077,21,34027.0,,in,740
CUST028078,21,"$14,120",< 1 year,WI,704
CUST028079,37,50885.0,7 years,MD,697
CUST028080,43,57453.0,10+ years,IN,711
CUST028081,35,40705.0,10+ years,TX,699
CUST028082,43,41880.0,10+ years,MO,644
CUST028083,21,"$12,000",< 1 year,NY,685
CUST028084,21,62188.0,< 1 year,va,665
CUST028085,65,"$45,989",10+ years,NY,606
CUST028086,52,"$43,617",10+ years,OH,824
CUST028087,47,95207.0,10+ years,NJ,731
CUST028088,30,,2 years,mo,760
CUST028089,35,33360.0,4 years,MO,717
CUST028090,37,"$54,401",8 years,CA,627
CUST028091,53,70616.0,10+ years,ga,745
CUST028092,42,56846.0,10+ years,MO,670
CUST028093,44,75031.0,10+ years,IL,627
CUST028094,35,27429.0,10+ years,FL,730
CUST028095,47,58824.0,10+ years,MD,683
CUST028096,41,48195.0,7 years,OH,735
CUST028097,38,32215.0,10+ years,TX,799
CUST028098,29,36156.0,2 years,VA,731
CUST028099,36,"$51,405",9 years,CA,664
CUST028100,25,38573.0,2 years,TX,676
CUST028101,37,60242.0,10+ years,va,656
CUST028102,39,46000.0,10+ years,wa,644
CUST028103,21,12000.0,< 1 year,NJ,0
CUST028104,35,21039.0,10+ years,MO,642
CUST028105,23,20479.0,< 1 year,IL,690
CUST028106,43,"$31,110",10+ years,AZ,699
CUST028107,45,43139.0,10+ years,NC,754
CUST028108,32,20473.0,4 years,MI,740
CUST028109,44,42778.0,8 years,NJ,632
CUST028110,45,80552.0,10+ years,PA,702
CUST028111,35,39950.0,4 years,TX,641
CUST028112,56,90584.0,10+ years,NC,602
CUST028113,29,40865.0,3 years,NJ,701
CUST028114,55,56464.0,10+ years,TX,662
CUST028115,35,39951.0,,pa,764
CUST028116,27,12000.0,< 1 year,NC,701
CUST028117,33,34434.0,5 years,GA,702
CUST028118,24,12000.0,6 years,IL,673
CUST028119,47,65178.0,10+ years,VA,635
CUST028120,21,18477.0,< 1 year,va,555
CUST028121,54,60046.0,10+ years,CA,577
CUST028122,26,24731.0,1 years,wa,749
CUST028123,48,"$70,876",10+ years,AZ,661
CUST028124,38,,10+ years,PA,649
CUST028125,41,34662.0,10+ years,MI,647
CUST028126,30,40939.0,5 years,MI,0
CUST028127,42,66495.0,7 years,nc,649
CUST028128,39,51569.0,8 years,WA,692
CUST028129,21,"$57,803",< 1 year,TN,738
CUST028130,26,"$16,986",5 years,IL,723
CUST028131,31,12000.0,5 years,PA,612
CUST028132,28,40708.0,5 years,IL,658
CUST028133,53,61101.0,10+ years,OH,607
CUST028134,38,"$52,473",1 years,GA,754
CUST028135,28,46246.0,,VA,714
CUST028136,32,15320.0,3 years,nj,660
CUST028137,31,32699.0,4 years,AZ,650
CUST028138,34,49391.0,8 years,CA,665
CUST028139,25,33632.0,1 years,MO,850
CUST028140,28,30760.0,4 years,TN,713
CUST028141,47,67274.0,10+ years,IN,623
CUST028142,40,62750.0,10+ years,CA,658
CUST028143,36,,3 years,PA,612
CUST028144,38,69037.0,8 years,FL,794
CUST028145,37,25858.0,8 years,WI,684
CUST028146,35,50732.0,1 years,MO,678
CUST028147,44,47641.0,10+ years,ga,788
CUST028148,43,70224.0,,MO,811
CUST028149,21,35816.0,< 1 year,WI,642
CUST028150,36,51840.0,7 years,wi,696
CUST028151,21,28330.0,1 years,TX,620
CUST028152,45,"$45,740",10+ years,MA,536
CUST028153,47,41349.0,10+ years,IN,625
CUST028154,30,15054.0,1 years,TN,673
CUST028155,36,33615.0,7 years,GA,632
CUST028156,21,38682.0,< 1 year,OH,659
CUST028157,49,43571.0,,TN,645
CUST028158,46,73135.0,6 years,nc,711
CUST028159,51,45613.0,10+ years,MD,694
CUST028160,55,63334.0,10+ years,GA,551
CUST028161,23,34166.0,2 years,NC,666
CUST028162,48,72798.0,10+ years,NY,738
CUST028163,55,,6 years,MA,659
CUST028164,21,"$32,219",< 1 year,VA,784
CUST028165,35,44989.0,5 years,NC,618
CUST028166,33,35653.0,10+ years,OH,759
CUST028167,48,41820.0,10+ years,ga,527
CUST028168,21,31601.0,< 1 year,NY,664
CUST028169,59,71018.0,10+ years,NY,698
CUST028170,36,38207.0,6 years,NC,735
CUST028171,48,59122.0,10+ years,MA,654
CUST028172,37,52767.0,8 years,NJ,602
CUST028173,43,26202.0,10+ years,WI,668
CUST028174,21,"$16,806",< 1 year,CA,596
CUST028175,33,24787.0,7 years,AZ,742
CUST028176,48,43922.0,10+ years,NC,768
CUST028177,41,37166.0,10+ years,IL,634
CUST028178,21,41476.0,< 1 year,MO,744
CUST028179,38,50399.0,10+ years,fl,662
CUST028180,28,16901.0,4 years,AZ,695
CUST028181,27,34987.0,4 years,,745
CUST028182,21,31423.0,< 1 year,VA,712
CUST028183,45,48420.0,10+ years,VA,655
CUST028184,51,41690.0,10+ years,CA,720
CUST028185,63,59071.0,10+ years,MI,656
CUST028186,21,12000.0,< 1 year,FL,611
CUST028187,47,"$88,299",9 years,AZ,716
CUST028188,47,30270.0,10+ years,TN,711
CUST028189,31,"$18,187",1 years,IL,567
CUST028190,26,30648.0,5 years,AZ,602
CUST028191,24,12000.0,1 years,TX,558
CUST028192,31,19617.0,3 years,CA,613
CUST028193,40,"$49,524",9 years,NY,654
CUST028194,54,67648.0,10+ years,FL,673
CUST028195,51,67146.0,10+ years,CA,585
CUST028196,21,35732.0,< 1 year,FL,812
CUST028197,28,"$32,795",2 years,MD,765
CUST028198,53,53067.0,10+ years,NC,0
CUST028199,29,41461.0,5 years,MD,641
CUST028200,37,65058.0,7 years,MO,687
CUST028201,21,34265.0,1 years,FL,728
CUST028202,51,48044.0,10+ years,,606
CUST028203,21,34212.0,,PA,9999
CUST028204,21,33388.0,< 1 year,NJ,656
CUST028205,50,41244.0,10+ years,TX,569
CUST028206,61,"$69,504",10+ years,VA,763
CUST028207,34,49099.0,5 years,VA,644
CUST028208,37,61617.0,8 years,FL,704
CUST028209,48,47701.0,10+ years,PA,772
CUST028210,41,27141.0,6 years,OH,587
CUST028211,33,"$47,029",2 years,WA,717
CUST028212,32,34478.0,6 years,NY,633
CUST028213,21,28595.0,1 years,WA,575
CUST028214,40,50654.0,8 years,VA,607
CUST028215,36,45228.0,10+ years,MD,690
CUST028216,32,31996.0,< 1 year,PA,0
CUST028217,25,43399.0,< 1 year,TN,740
CUST028218,27,19467.0,< 1 year,AZ,724
CUST028219,45,57780.0,9 years,CA,712
CUST028220,48,63253.0,10+ years,IN,557
CUST028221,34,"$37,667",7 years,nj,710
CUST028222,32,50099.0,5 years,FL,667
CUST028223,27,25223.0,2 years,MA,663
CUST028224,49,93052.0,10+ years,MO,688
CUST028225,38,48949.0,10+ years,OH,0
CUST028226,42,68775.0,6 years,WA,730
CUST028227,42,63521.0,10+ years,GA,552
CUST028228,34,61953.0,7 years,IN,646
CUST028229,24,"$29,921",< 1 year,MD,726
CUST028230,26,47907.0,3 years,NJ,618
CUST028231,51,82840.0,10+ years,PA,589
CUST028232,29,38920.0,3 years,NY,787
CUST028233,33,28922.0,3 years,TN,715
CUST028234,24,56046.0,< 1 year,MD,608
CUST028235,23,"$27,685",1 years,wi,682
CUST028236,28,34579.0,2 years,MI,661
CUST028237,58,73455.0,10+ years,MO,655
CUST028238,45,42052.0,10+ years,TX,703
CUST028239,31,42102.0,< 1 year,MI,599
CUST028240,50,65023.0,10+ years,MO,733
CUST028241,36,42849.0,6 years,CA,656
CUST028242,54,63601.0,10+ years,ca,628
CUST028243,64,73267.0,10+ years,NC,750
CUST028244,50,54098.0,10+ years,WI,626
CUST028245,39,57499.0,8 years,VA,718
CUST028246,46,59355.0,10+ years,NC,596
CUST028247,38,59368.0,10+ years,GA,721
CUST028248,21,17178.0,,NC,762
CUST028249,30,52717.0,6 years,TN,648
CUST028250,26,44372.0,,NY,647
CUST028251,29,30956.0,2 years,NJ,585
CUST028252,59,60606.0,10+ years,NY,701
CUST028253,51,69921.0,8 years,OH,582
CUST028254,43,27610.0,3 years,WI,656
CUST028255,47,49974.0,,WI,704
CUST028256,21,29132.0,4 years,MA,637
CUST028257,46,"$52,753",10+ years,OH,741
CUST028258,49,42532.0,10+ years,OH,615
CUST028259,21,"$26,356",< 1 year,FL,796
CUST028260,47,41218.0,10+ years,IL,626
CUST028261,21,28911.0,< 1 year,NY,760
CUST028262,21,19129.0,< 1 year,NY,681
CUST028263,53,61323.0,10+ years,md,751
CUST028264,25,17469.0,3 years,IN,681
CUST028265,29,46207.0,5 years,nj,615
CUST028266,49,,10+ years,WA,597
CUST028267,34,29530.0,4 years,TN,669
CUST028268,35,39989.0,8 years,TN,633
CUST028269,35,67822.0,,FL,660
CUST028270,42,55222.0,4 years,TX,766
CUST028271,35,"$57,938",4 years,AZ,617
CUST028272,39,22425.0,5 years,PA,680
CUST028273,31,34040.0,< 1 year,NY,723
CUST028274,42,35201.0,4 years,TN,652
CUST028275,41,41210.0,,NC,617
CUST028276,60,60302.0,10+ years,AZ,741
CUST028277,33,58741.0,2 years,FL,616
CUST028278,35,52554.0,8 years,WI,668
CUST028279,40,36469.0,10+ years,CA,644
CUST028280,49,51630.0,9 years,WA,711
CUST028281,24,"$34,043",3 years,wa,807
CUST028282,39,59959.0,7 years,CA,660
CUST028283,21,40615.0,< 1 year,MI,668
CUST028284,34,50127.0,6 years,MI,650
CUST028285,50,"$87,012",10+ years,NY,633
CUST028286,29,41002.0,7 years,MD,589
CUST028287,40,,10+ years,OH,630
CUST028288,31,24778.0,3 years,FL,740
CUST028289,27,16007.0,7 years,TX,622
CUST028290,49,"$40,454",10+ years,NJ,601
CUST028291,25,39920.0,1 years,WA,726
CUST028292,41,72862.0,10+ years,ma,651
CUST028293,41,50571.0,7 years,Florida,999
CUST028294,27,59621.0,< 1 year,MI,661
